"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","24","0","0","2","0","Compiling M_Emissive_Color: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","0","0","6","0","Compiling DefaultSpriteMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","0","0","27","0","Compiling DefaultSpriteMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","24","0","0","2","0","Compiling PokeAHoleMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","0","0","2","0","Compiling M_SimpleUnlitTranslucent: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","0","0","30","0","Compiling CineMat: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","0","0","2","0","Compiling TranslucentTransformGizmoMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","0","2","0","Compiling TransformGizmoMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","9","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","9","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","2","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","2","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","2","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","0","2","0","Compiling Widget3DPassThrough: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","0","15","0","Compiling Xray: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","0","2","0","Compiling Main: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","0","51","0","Compiling BaseFlattenMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","0","10","0","Compiling m_SimpleVolumetricCloud: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","0","8","0","Compiling DefaultPostProcessMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","0","4","0","Compiling DefaultLightFunctionMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","0","77","0","Compiling DefaultDeferredDecalMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","0","635","0","Compiling WorldGridMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","0","22","0","Compiling DefaultTextMaterialOpaque: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","0","0","2","0","Compiling ControlRigGizmoMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","0","0","2","0","Compiling PPM_DefaultCalibrationGrayscale: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","0","0","2","0","Compiling PPM_DefaultCalibrationColor: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Materials_Randomise/Materials/M_Random.M_Random","24","0","0","45","0","Compiling M_Random: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/WHS_HCI_Study/Material/M_UI_Beam.M_UI_Beam","24","0","0","20","0","Compiling M_UI_Beam: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithBeamTrails}"
"/Engine/EditorMaterials/Cascade/CASC_RenderNone_MAT.CASC_RenderNone_MAT","24","0","0","10","0","Compiling CASC_RenderNone_MAT: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/WHS_HCI_Study/Material/M_Mode_Gizmo.M_Mode_Gizmo","24","0","0","20","0","Compiling M_Mode_Gizmo: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithBeamTrails}"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_BaseColor_Constant.M_BaseColor_Constant","24","0","0","15","0","Compiling M_BaseColor_Constant: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Gray.M_Kinova_Gray","24","0","0","30","0","Compiling M_Kinova_Gray: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Black.M_Kinova_Black","24","0","0","30","0","Compiling M_Kinova_Black: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Bracelet.M_Bracelet","24","0","0","15","0","Compiling M_Bracelet: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","24","0","0","10","0","Compiling VertexColorViewMode_RedOnly: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMorphTargets,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes}"
"/Engine/BufferVisualization/Metallic.Metallic","24","0","0","2","0","Compiling Metallic: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Materials_Randomise/Materials/MM_Armchair.MM_Armchair","24","0","0","45","0","Compiling MM_Armchair: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Materials_Randomise/Materials/jaco-user/M_Segmented.M_Segmented","24","0","0","2","0","Compiling M_Segmented: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/WHS_HCI_Study/Material/M_Spheres.M_Spheres","24","20","0","2","81","Compiling M_Spheres: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithInstancedStaticMeshes}"
"/Game/WHS_HCI_Study/Material/M_Beam.M_Beam","24","0","0","20","0","Compiling M_Beam: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithBeamTrails}"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","24","0","0","15","0","Compiling VivePreControllerMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","0","2","0","Compiling PreviewShadowIndicatorMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","0","2","0","Compiling DebugEditorMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/RealObjects/Blocksworld/Materials/M_Wooden.M_Wooden","24","0","0","15","0","Compiling M_Wooden: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/WHS_HCI_Study/Material/M_Mode_Indicator_Gizmo.M_Mode_Indicator_Gizmo","24","0","0","4","0","Compiling M_Mode_Indicator_Gizmo: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithBeamTrails}"
"/Game/Levels/Scans/MeetingRaum/M_3D-Modell_Besprechungsraum.M_3D-Modell_Besprechungsraum","24","0","0","45","0","Compiling M_3D-Modell_Besprechungsraum: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/WHS_HCI_Study/Material/M_Beam_Color.M_Beam_Color","24","0","0","20","0","Compiling M_Beam_Color: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithBeamTrails}"
