"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","0","30","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","15","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","51","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","635","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","22","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","0","2","1","0.000000","0","0"
"/Game/Materials_Randomise/Materials/M_Random.M_Random","24","0","45","1","0.000000","0","0"
"/Engine/BufferVisualization/Metallic.Metallic","24","0","2","1","0.000000","0","0"
"/Game/Materials_Randomise/Materials/MM_Armchair.MM_Armchair","24","0","45","1","0.000000","0","0"
"/Game/Materials_Randomise/Materials/jaco-user/M_Segmented.M_Segmented","24","0","2","1","0.000000","0","0"
"/Game/WHS_HCI_Study/Material/M_UI_Beam.M_UI_Beam","24","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/Cascade/CASC_RenderNone_MAT.CASC_RenderNone_MAT","24","0","10","1","0.000000","0","0"
"/Game/WHS_HCI_Study/Material/M_Mode_Gizmo.M_Mode_Gizmo","24","0","20","1","0.000000","0","0"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Gray.M_Kinova_Gray","24","0","30","1","0.000000","0","0"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Black.M_Kinova_Black","24","0","30","1","0.000000","0","0"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Bracelet.M_Bracelet","24","0","15","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","24","0","10","1","0.000000","0","0"
"/Game/WHS_HCI_Study/Material/M_Beam.M_Beam","24","0","20","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_BaseColor_Constant.M_BaseColor_Constant","24","0","15","1","0.000000","0","0"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","24","0","15","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","2","1","0.000000","0","0"
"/Game/RealObjects/Blocksworld/Materials/M_Wooden.M_Wooden","24","0","15","1","0.000000","0","0"
"/Game/WHS_HCI_Study/Material/M_Mode_Indicator_Gizmo.M_Mode_Indicator_Gizmo","24","0","4","1","0.000000","0","0"
"/Game/Levels/Scans/MeetingRaum/M_3D-Modell_Besprechungsraum.M_3D-Modell_Besprechungsraum","24","0","45","1","0.000000","0","0"
"/Game/WHS_HCI_Study/Material/M_Beam_Color.M_Beam_Color","24","0","20","1","0.000000","0","0"
