"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","8","1","5.858917","0","9"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","3","1","161.545532","0","73"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","8","1","5.869120","0","8"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.905847","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","1","1","84.376122","0","46"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","8","1","5.617741","0","8"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","50","31","1","163.301605","0","281"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","52","52","1","196.966370","0","52"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","8","8","1","4.671132","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","19","19","1","7.171111","0","19"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","150","150","1","356.714508","0","150"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","966","993","1","3039.951172","0","993"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","9","1","110.601570","0","197"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","2.035378","0","2"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","2.321322","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","2.328043","0","4"
"/Game/Materials_Randomise/Materials/M_Random.M_Random","0","21","4","1","159.351913","0","121"
"/Engine/BufferVisualization/Metallic.Metallic","0","4","4","1","2.180375","0","6"
"/Game/Materials_Randomise/Materials/MM_Armchair.MM_Armchair","0","21","3","1","162.452209","0","125"
"/Game/Materials_Randomise/Materials/jaco-user/M_Segmented.M_Segmented","0","4","4","1","2.363954","0","4"
"/Game/WHS_HCI_Study/Material/M_UI_Beam.M_UI_Beam","0","60","7","1","148.838501","0","284"
"/Engine/EditorMaterials/Cascade/CASC_RenderNone_MAT.CASC_RenderNone_MAT","0","28","5","1","77.869354","0","96"
"/Game/WHS_HCI_Study/Material/M_Mode_Gizmo.M_Mode_Gizmo","0","60","8","1","150.646942","0","325"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_BaseColor_Constant.M_BaseColor_Constant","0","12","4","1","88.125656","0","46"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Gray.M_Kinova_Gray","0","36","4","1","116.252396","0","227"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Black.M_Kinova_Black","0","36","3","1","251.937622","0","237"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Bracelet.M_Bracelet","0","12","1","1","41.859947","0","40"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","0","12","12","1","8.801332","0","21"
"/Game/WHS_HCI_Study/Material/M_Spheres.M_Spheres","0","56","8","1","148.616196","0","274"
"/Game/WHS_HCI_Study/Material/M_Beam.M_Beam","0","60","2","1","149.842026","0","350"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","0","12","1","1","90.207977","0","48"
"/Game/WHS_HCI_Study/Material/M_Mode_Indicator_Gizmo.M_Mode_Indicator_Gizmo","0","60","1","1","151.198395","0","271"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","19","1","7.909564","0","29"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","5.392931","0","8"
"/Game/RealObjects/Blocksworld/Materials/M_Wooden.M_Wooden","0","12","3","1","89.362473","0","49"
"/Game/Levels/Scans/MeetingRaum/M_3D-Modell_Besprechungsraum.M_3D-Modell_Besprechungsraum","0","21","4","1","156.248215","0","121"
"/Game/WHS_HCI_Study/Material/M_Beam_Color.M_Beam_Color","0","60","10","1","153.139038","0","285"
