"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","966","993","1","1888.775269","0","993"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","12","1","68.133896","0","199"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.333560","0","2"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","1.722322","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","1.542389","0","4"
"/Game/Materials_Randomise/Materials/M_Random.M_Random","0","21","2","1","96.344788","0","91"
"/Engine/EditorMaterials/Cascade/CASC_RenderNone_MAT.CASC_RenderNone_MAT","0","28","7","1","50.624229","0","100"
"/Game/WHS_HCI_Study/Material/M_UI_Beam.M_UI_Beam","0","60","7","1","96.115959","0","305"
"/Game/WHS_HCI_Study/Material/M_Mode_Gizmo.M_Mode_Gizmo","0","60","9","1","96.259392","0","327"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_BaseColor_Constant.M_BaseColor_Constant","0","21","4","1","93.760704","0","118"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Gray.M_Kinova_Gray","0","36","4","1","83.321373","0","174"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Kinova_Black.M_Kinova_Black","0","36","2","1","159.060669","0","196"
"/Game/Blueprints/BP_JacoArm/JacoResources/Materials/M_Bracelet.M_Bracelet","0","12","5","1","30.859165","0","32"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","0","12","12","1","7.576077","0","22"
"/Game/Materials_Randomise/Materials/MM_Armchair.MM_Armchair","0","21","4","1","97.090424","0","126"
"/Game/Materials_Randomise/Materials/jaco-user/M_Segmented.M_Segmented","0","4","4","1","1.713821","0","4"
"/Engine/BufferVisualization/Metallic.Metallic","0","4","4","1","1.587496","0","7"
"/Game/WHS_HCI_Study/Material/M_Spheres.M_Spheres","0","56","9","1","97.045898","0","249"
"/Game/WHS_HCI_Study/Material/M_Beam.M_Beam","0","60","8","1","97.524773","0","362"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","0","12","1","1","54.522335","0","41"
"/Game/WHS_HCI_Study/Material/M_Mode_Indicator_Gizmo.M_Mode_Indicator_Gizmo","0","60","1","1","97.902008","0","274"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","3","1","6.453434","0","50"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","4.237000","0","8"
"/Game/RealObjects/Blocksworld/Materials/M_Wooden.M_Wooden","0","12","3","1","55.092697","0","49"
"/Game/Levels/Scans/MeetingRaum/M_3D-Modell_Besprechungsraum.M_3D-Modell_Besprechungsraum","0","21","4","1","96.385246","0","104"
"/Game/WHS_HCI_Study/Material/M_Beam_Color.M_Beam_Color","0","60","10","1","97.502892","0","260"
